title,text,category
Wearable apps Deep Dive: WatchOS and Wear OS,Exploring watchOS and Wear OS with Wearable apps as a way of extending a mobile app experience to smartwatches.,Mobile
Redis: Session storage,"Key concepts behind session storage in Redis, relevant to sharing login state across multiple backend server instances.",Backend
Understanding Capturing and processing photos in Camera integration,"An overview of capturing and processing photos in Camera integration, focused on adding photo capture features to a mobile app.",Mobile
Getting Started with Data pipelines,"An overview of idempotent tasks in Data pipelines, focused on safely rerunning a pipeline without duplicating data.",Data Engineering
Getting Started with Dependency injection containers,"An overview of inversion of control in Dependency injection containers, focused on swapping implementations without changing calling code.",Backend
A Practical Guide to Istio traffic management,"An overview of Istio traffic management in Service mesh, focused on controlling communication between microservices.",DevOps
A Practical Guide to Declarative pipelines,"Practical notes on declarative pipelines using Jenkins, aimed at defining build and deploy steps as code.",DevOps
Parquet files: Columnar storage,"A hands-on look at columnar storage in Parquet files, essential for speeding up analytical queries on large datasets.",Data Engineering
Data visualization dashboards: Plotly Dash,Exploring Plotly Dash with Data visualization dashboards as a way of building interactive exploratory tools for stakeholders.,Data Science
GitHub Actions Best Practices for reusable workflows,"A hands-on look at reusable workflows in GitHub Actions, essential for sharing CI logic across multiple repositories.",DevOps
Why Scaling policies Matters in Auto-scaling groups,Exploring scaling policies with Auto-scaling groups as a way of adding or removing instances based on demand.,DevOps
A Practical Guide to Protocol buffers,"An overview of protocol buffers in gRPC, focused on defining strongly typed service contracts across languages.",Backend
Database locking: Deadlock prevention,Exploring deadlock prevention with Database locking as a way of avoiding transactions that block each other indefinitely.,Databases
Vue.js: The Composition API,"An overview of the Composition API in Vue.js, focused on organizing component logic by feature instead of by option.",Frontend
Infrastructure as Code Deep Dive: Immutable infrastructure,"Practical notes on immutable infrastructure using Infrastructure as Code, aimed at replacing servers instead of patching them in place.",DevOps
A Practical Guide to Isolated component development,"Practical notes on isolated component development using Storybook, aimed at building and documenting UI pieces outside the full app.",Frontend
scikit-learn: Cross-validation,"A hands-on look at cross-validation in scikit-learn, essential for getting a more reliable estimate of model performance.",Data Science
Getting Started with Native modules,Exploring bridging platform APIs with Native modules as a way of exposing camera or sensor access to a cross-platform app.,Mobile
Kotlin: Coroutines on the backend,Exploring coroutines on the backend with Kotlin as a way of writing asynchronous service code that reads like synchronous code.,Backend
Random Forest Deep Dive: Feature importance,"An overview of feature importance in Random Forest, focused on understanding which variables drive a model's predictions.",Data Science
Infrastructure provisioning Deep Dive: Cloud-native automation,Exploring cloud-native automation with Infrastructure provisioning as a way of spinning up environments consistently and quickly.,Cloud
Mobile testing Best Practices for UI automation frameworks,Exploring UI automation frameworks with Mobile testing as a way of running end-to-end tests on real devices and simulators.,Mobile
Cloud disaster recovery: Multi-region failover,"A hands-on look at multi-region failover in Cloud disaster recovery, essential for keeping systems available during a regional outage.",Cloud
A Practical Guide to Choosing the right data model,"An overview of choosing the right data model in NoSQL vs SQL, focused on deciding between relational and document databases.",Databases
Understanding Jetpack Compose in Kotlin,"Practical notes on Jetpack Compose using Kotlin, aimed at writing Android UIs declaratively without XML layouts.",Mobile
Understanding Declarative deployments in GitOps,"Practical notes on declarative deployments using GitOps, aimed at using Git as the single source of truth for infrastructure.",DevOps
Connection pooling Deep Dive: Reusing database connections,"A hands-on look at reusing database connections in Connection pooling, essential for reducing overhead for high-traffic applications.",Databases
Understanding Wide-column storage in Cassandra,Exploring wide-column storage with Cassandra as a way of handling massive write throughput across distributed nodes.,Databases
